en	bn
Baseball in players right hand	খেলোয়াড়দের ডান হাতে বেসবল
The second highest rail of the jump	লাফের দ্বিতীয় সর্বোচ্চ রেল
a white paper not in english	একটি সাদা কাগজ ইংরেজি না
green and white concession stand near umbrella	ছাতার কাছাকাছি সবুজ এবং সাদা ছাড়
metal stand for ropes	দড়ি দড়ি জন্য স্ট্যান্ড
an umbrella standing in a tennis court	টেনিস কোর্টে একটি ছাতা দাঁড়িয়ে আছে
there are english and Chinese characters	ইংরেজি এবং চীনা অক্ষর আছে
a bench along a tennis court	টেনিস কোর্ট বরাবর একটি বেঞ্চ
a young girl with a fair complexion	একটি ফর্সা বর্ণের সঙ্গে একটি যুবা মেয়ে
The players uniform is white	খেলোয়াড়দের ইউনিফর্ম সাদা
a motorcycle side stand	মোটরসাইকেলের সাইড স্ট্যান্ড
The second clock showing on the tower.	টাওয়ারে দেখানো দ্বিতীয় ঘড়ি।
tennis court floor	টেনিস কোর্ট ফ্লোর
cross on top of steeple	স্টেপল উপর ক্রস
the players are on a field	খেলোয়াড়রা একটি মাঠে আছে
the second car in the train	ট্রেনের দ্বিতীয় গাড়ি
A TV stand sitting under TV	টিভির নিচে বসে একটি টিভি স্ট্যান্ড
two young softball players sitting on the bench	দুই তরুণ সফটবল খেলোয়াড় বেঞ্চে বসে আছেন
man on a tennis court on a sunny day	টেনিস কোর্টে এক রোদ রোজ মানুষ
mass sheep and woolcraft fair ribbon	ভর মেষ এবং উলক্রাফট মেলা ফিতা
the combs are fine	ঝুঁটি ভাল আছে
cap on players head	খেলোয়াড়দের মাথায় ক্যাপ
the models are red and black	মডেলগুলি লাল এবং কালো
Green and red tennis court	সবুজ এবং লাল টেনিস কোর্ট
a celtic cross stone monument	একটি সেল্টিক ক্রস পাথর স্মৃতিস্তম্ভ
plants behind toy models	খেলনা মডেল পিছনে গাছপালা
wave is moving fast	তরঙ্গ দ্রুত গতিতে চলছে
red double decker bus with Chinese characters and number 8	চীনা অক্ষর এবং 8 নম্বর সহ লাল ডাবল ডেকার বাস
this shop sells fine ales	এই দোকান জরিমানা বিক্রি করে
orange street block	কমলা স্ট্রিট ব্লক
cross section of fans at baseball game	বেসবল খেলায় ভক্তদের ক্রস বিভাগ
large soft drink cup from a fast food restaurant or store	একটি ফাস্ট ফুড রেস্তোঁরা বা স্টোর থেকে বড় সফট ড্রিঙ্ক কাপ
red bananas at a fruit stand	একটি ফল স্ট্যান্ডে লাল কলা
train moving fast blurring image	দ্রুত চলা ট্রেনের ঝাপসা ছবি
this sign is not in english	এই চিহ্নটি ইংরেজিতে নেই
an apple cider press	একটি আপেল সিডার প্রেস
Black tv on top of brown stand.	ব্রাউন স্ট্যান্ডের উপরে কালো টিভি।
a hand moving too fast for the camera	একটি হাত ক্যামেরার জন্য খুব দ্রুত গতিতে চলেছে
Starps on the stand.	স্ট্যান্ডের উপর স্ট্র্যাপ্গুলো
medium brown wood fine grained table	মাঝারি বাদামী কাঠ সূক্ষ্ম দানযুক্ত টেবিল
Back of court is green.	কোর্টের পিছনে সবুজ।
white trail that can only be made by incredibly fast planes	সাদা ট্রেইল যা কেবল অবিশ্বাস্যভাবে দ্রুত প্লেন দ্বারা তৈরি করা যায়
score card being held by a man on tennis court	টেনিস কোর্টে একজন লোক দ্বারা স্কোর কার্ড রাখা হচ্ছে
Man seated at food court table	মানুষ ফুড কোর্টের টেবিলে বসে আছে
black cap on players head	খেলোয়াড়দের মাথায় ব্ল্যাক ক্যাপ
sydney written in white letters on court	সিডনি কোর্টে সাদা অক্ষরে লেখা
fine whiskers on animal's chin	পশুর চিবুক উপর সূক্ষ্ম চুল
a green chair on a tennis court	টেনিস কোর্টে একটি সবুজ চেয়ার
Dollar amount of the penalty.	জরিমানার ডলার পরিমাণ।
Baseball catcher watching players	খেলোয়াড়দের দেখছেন বেসবল ক্যাচার
white Arabic characters on sign	সাইন ইন সাদা আরবী অক্ষর
poster with cartoon characters	কার্টুন চরিত্রযুক্ত পোস্টার
A time date stamp in the corner	কোণে একটি সময় তারিখ স্ট্যাম্প
window planters outside second story	দ্বিতীয় তলের বাইরে উইন্ডো রোপনকারীরা
green floor next to court	কোর্টের পাশের সবুজ তল
The boy has a orange stamp on his hand.	ছেলেটির হাতে কমলা স্ট্যাম্প রয়েছে।
black mit in players hand	খেলোয়াড়দের হাতে কালো এমআইটি
cross next to the clock tower	ঘড়ির টাওয়ারের পাশ দিয়ে পার
sheep running really fast	মেষ সত্যিই দ্রুত চলমান
advertising to the state fair is mounted on the lamp post	রাষ্ট্র মেলায় বিজ্ঞাপন প্রদীপ পোস্টে লাগানো হয়
bed pillow with cartoon characters on it	এটিতে কার্টুন চরিত্রগুলি সহ বিছানার বালিশ
tennis court being used in a match	টেনিস কোর্ট একটি ম্যাচ ব্যবহার করা হচ্ছে
Knives in wood block	কাঠের ব্লকে ছুরি
part of the ball field with players getting ready to play	খেলোয়াড়দের খেলতে প্রস্তুত হয়ে বল মাঠের একটি অংশ
the weather is fair	আবহাওয়া ভাল
cement block siding on church	গির্জার উপর সিমেন্ট ব্লক সাইডিং
a man in the armed forces	সশস্ত্র বাহিনীর একজন
The car is moving fast.	গাড়ি দ্রুত এগিয়ে চলেছে।
block wall behind giraffe head	জিরাফ মাথার পিছনে প্রাচীর ব্লক
yellow stand	হলুদ স্ট্যান্ড
chinese characters are in the sign	চীনা অক্ষর চিহ্ন আছে
the seat of the second motorcycle	দ্বিতীয় মোটরসাইকেলের সিট
Green part of a tennis court.	টেনিস কোর্টের সবুজ অংশ।
the wave moves fast	তরঙ্গ দ্রুত চলে আসে
White second hand on the clock.	ঘড়িতে সাদা সেকেন্ডের কাঁটা
green colored material separating the court	সবুজ রঙের জিনিস দিয়ে কোর্টটি আলাদা করা আছে
The traffic lights stand out a lot.	অনেকগুলো ট্রাফিক লাইট
fine stitching on leash	চেন এর উপর সূক্ষ্ম সেলাই
Kick stand on a motorcycle.	একটি মোটরসাইকেলের কিকস্টান্ড
An electronic display showing the date	একটি বৈদ্যুতিন প্রদর্শন তারিখটি দেখায়
cement block facade on a building	একটি বিল্ডিং সিমেন্ট ব্লক সম্মুখের
person forces cow to ramble over rocks for unknown reason	ব্যক্তি অজানা কারণে গাভীকে পাথরের উপরে চলাফেরা করতে বাধ্য করে
a cross walk across street white pattern	রাস্তার সাদা প্যাটার্ন জুড়ে ক্রস ওয়াক
two lemons together on a block	একটি ব্লকে দুটি লেবু একসাথে
white teeth-like forms on top of wing	ডানা উপরে সাদা দাঁত মত ফর্ম
date in red letters and numerals	লাল বর্ণ এবং সংখ্যাগুলিতে তারিখ
empire near second base	দ্বিতীয় বেস কাছাকাছি সাম্রাজ্য
second place is wearing yellow	দ্বিতীয় স্থান হলুদ পরা হয়
man in the middle of tennis court	টেনিস কোর্টের মাঝখানে মানুষ
The second sign says 4 way.	দ্বিতীয় চিহ্নটি 4 উপায় বলে।
five wheels on the court	কোর্টে পাঁচ চাকা
Red T-shirt with white cross patch	সাদা ক্রস প্যাচ সহ লাল টি-শার্ট
small white rocking chair with mother and child models in it	এতে মা ও শিশুদের মডেল সহ ছোট ছোট দোলের চেয়ার
The comb is fine toothed.	চিরুনিটি দাঁতযুক্ত is
date stamp on the photo	ছবির উপর তারিখ স্ট্যাম্প
Chinese characters on the sign	সাইন ইন চীনা অক্ষর
The sky is fair.	আকাশটা ফর্সা।
a green court	সবুজ কোর্ট
a woman walking throw a trade fair	একজন মহিলা হাঁটছেন একটি বাণিজ্য মেলা
A crowd of people standing at the fair.	মেলায় দাঁড়িয়ে মানুষের ভিড়।
a man standing on court	একজন লোক কোর্টে দাঁড়িয়ে
cross on a building	একটি বিল্ডিং উপর ক্রস
the players shoes have spikes	প্লেয়ার জুতা স্পাইক আছে
A large brown block.	একটি বড় বাদামী ব্লক।
Man skiing fast	ম্যান দ্রুত স্কিইং
the person has fair skin	ব্যক্তির ফর্সা ত্বক আছে
Skid foot marks on a tennis court	টেনিস কোর্টে স্কিড পায়ের চিহ্ন
a woman in a fair isle sweater	ফর্সা আইল সোয়েটারের এক মহিলা
Shadow on the ground of the second racket from the left	বাম দিক থেকে দ্বিতীয় র‌্যাকেটের মাটিতে ছায়া
A backwards baseball hat on the players head.	খেলোয়াড়দের মাথার পিছনে একটি বেসবল টুপি।
a watermark and date	একটি জলছবি এবং তারিখ
the toys are on the stand	খেলনা স্ট্যান্ডে আছে
a second statue of a cow	একটি গরুর দ্বিতীয় মূর্তি
large crack in tennis court	টেনিস কোর্টে বড় ফাটল
The white ice models in the room.	ঘরে সাদা বরফের মডেল।
hairy arm with fair pale skin	ফর্সা ফ্যাকাশে ত্বক সঙ্গে লোমশ বাহু
Paper on night stand	নাইট স্ট্যান্ডে কাগজ
date stamp that reads 12/04/2010	তারিখ স্ট্যাম্প যা 12/04/2010 পড়বে
Yellow criss cross on the street by train.	ট্রেনে রাস্তায় হলুদ ক্রাইসস অতিক্রম করে।
base ball opponent players	বেস বল প্রতিপক্ষের খেলোয়াড়
three baseball players playing a game	তিনটি বেসবল খেলোয়াড় একটি খেলা খেলছে
The white bins on the second shelf of the fridge.	ফ্রিজের দ্বিতীয় তাকের সাদা পাতাগুলি।
fine texture of feathers	পালকের সূক্ষ্ম জমিন
large orange and green sign giving name and date	নাম এবং তারিখ প্রদত্ত বড় কমলা এবং সবুজ চিহ্ন
green cross on top of building	বিল্ডিংয়ের উপরে সবুজ ক্রস
colorful bus parked next to a stand and umbrella	স্ট্যান্ড এবং ছাতার পাশেই পার্কিং রঙিন বাস
a purple umbrella with little cartoon characters	ছোট্ট কার্টুন চরিত্র সহ একটি বেগুনি ছাতা
the date is shown on the outter portion	তারিখটি বহির্মুখী অংশে প্রদর্শিত হয়
fast moving ball towards home plate	হোম প্লেটের দিকে দ্রুত চলমান বল
a fast food ordering bar	একটি ফাস্ট ফুড অর্ডার বার
The date 02/10/2009.	তারিখ 02/10/2009।
train going by fast	দ্রুত যেতে ট্রেন
date and time stamp	তারিখ এবং সময় স্ট্যাম্প
person has fair colored skin	ব্যক্তির ফর্সা বর্ণের ত্বক থাকে
the copyright stamp on the photo	ছবির কপিরাইট স্ট্যাম্প
grey fine toothed comb	ধূসর জরিমানা দাঁতযুক্ত ঝুঁটি
pizza on a butcher block table	কসাই ব্লক টেবিলে পিজ্জা
gold Chinese characters on a red flag	একটি লাল পতাকায় স্বর্ণের চীনা অক্ষর
The date stamp on the photo.	ছবির উপর তারিখ স্ট্যাম্প।
red and white cross on man's shoulder	মানুষের কাঁধে লাল এবং সাদা ক্রস
second bird is standing on car	দ্বিতীয় পাখি গাড়িতে দাঁড়িয়ে আছে
white lines painted on court	সাদা লাইন কোর্টে আঁকা
A tennis court has snow on the surface	একটি টেনিস কোর্টের তলদেশে বরফ রয়েছে
a metal stand under the seat of a bench	একটি বেঞ্চের সিটের নীচে একটি ধাতব স্ট্যান্ড
a railing forms a corner sitting area	একটি রেলিং কোণার বসার অঞ্চল গঠন করে
boy sitting cross-legged on ground	ছেলেটি মাটিতে ক্রস লেগে বসে আছে
date and hotel that the photo was taken	তারিখ এবং হোটেল যে ছবি তোলা হয়েছিল
fine china with flower design	ফুলের নকশা সহ সূক্ষ্ম চীন
green field next to players	খেলোয়াড়দের পাশে সবুজ ক্ষেত্র
black metal cross-walk light	কালো ধাতব ক্রস ওয়াক আলো
a lone spectator behind the tennis players	টেনিস খেলোয়াড়দের পিছনে একাকী দর্শক
the picture has a date stamp	ছবিটিতে একটি তারিখের স্ট্যাম্প রয়েছে
Calendar has star wars characters on it	ক্যালেন্ডারে এতে তারকা যুদ্ধের অক্ষর রয়েছে
spectator seats at a tennis court	টেনিস কোর্টে দর্শকের আসন
a hard true tennis court	একটি কঠিন সত্য টেনিস কোর্ট
Grate over a concrete block	একটি কংক্রিট ব্লকের উপর কষান
foreign characters on the vehicle's side	গাড়ির পাশে বিদেশী অক্ষর
wood platform for bird to stand on	পাখি দাঁড়িয়ে জন্য কাঠের প্ল্যাটফর্ম
Woman going fast downhill.	মহিলা দ্রুত উতরাইয়ের দিকে যাচ্ছে।
second floor windows	দ্বিতীয় তলার জানালা
second red and blue train	দ্বিতীয় লাল এবং নীল ট্রেন
White lamp shade on tall stand	লম্বা স্ট্যান্ডে সাদা ল্যাম্প শেড
fast pass tickets on bus window	বাসের জানালায় দ্রুত পাসের টিকিট
an english style toilet	একটি ইংরেজি স্টাইল টয়লেট
Large models in the park field	পার্ক মাঠে বড় মডেল
chair is decorated with Disney characters	চেয়ার ডিজনি অক্ষর সজ্জিত
knife on the chopping block	কাটা ব্লকের উপর ছুরি
A bed of steel springs	স্টিলের ঝর্ণার একটি বিছানা
this is a fast food place	এটি একটি ফাস্ট ফুডের জায়গা
beige table lamp on stand	স্ট্যান্ডে বেইজ টেবিল ল্যাম্প
the tennis court	টেনিস কোর্ট
trunk of elephant forms a C	হাতির ট্রাঙ্ক একটি সি গঠন করে
food on english muffin with yellow sauce	হলুদ সসের সাথে ইংলিশ মাফিনে খাবার
This part of the court is blue	কোর্টের এই অংশটি নীল
an attraction for a fair	একটি মেলা জন্য আকর্ষণ
blue box on tennis court	টেনিস কোর্টে ব্লু বক্স
black metal plant stand	কালো ধাতব উদ্ভিদ স্ট্যান্ড
the players hanging out in the dugout	খেলোয়াড়রা হতাশায় ঝুলছে
Base of the yellow umbrella second from the left	বাম থেকে দ্বিতীয় হলুদ ছাতা বেস
the black fast forward arrow	কালো দ্রুত এগিয়ে তীর
Orange color night lamp with wooden stand	কাঠের স্ট্যান্ড সহ কমলা রঙের নাইট ল্যাম্প
line where block fit together	ব্লক যেখানে একসাথে ফিট
bat stand in middle of bats	ব্যাট ব্যাট এর মাঝখানে
doilee stand is silver	দোয়েলি স্ট্যান্ড সিলভার is
person on the court wearing black shirt	কোর্টে কালো শার্ট পরা ব্যক্তি
different plane models are seen.	বিভিন্ন বিমানের মডেল দেখা যায়।
Two press buttons of the sweater	সোয়েটারের দুটি প্রেস বোতাম
Time and date stamp in corner	কোণে সময় এবং তারিখ স্ট্যাম্প
The stand of the t.v.	T.v. এর স্ট্যান্ড
sharp knife on the chopping block	কাটা ব্লকের উপর ধারালো ছুরি
second bird on right	ডানদিকে দ্বিতীয় পাখি
woman wearing dress about to cross street	রাস্তায় পার হওয়ার জন্য পোশাক পরা মহিলা
two motor cycle springs	দুটি মোটর চক্র স্প্রিংস
a lava lamp on stand	স্ট্যান্ডে একটি লাভা বাতি
black springs	কালো ঝর্ণা
a mirror on a stand	একটি স্ট্যান্ডে একটি আয়না
green grass as tennis court	টেনিস কোর্ট হিসাবে সবুজ ঘাস
antique golf clubs and stand	প্রাচীন গল্ফ ক্লাব এবং স্ট্যান্ড
wheels of train with springs	স্প্রিংস সঙ্গে ট্রেন চাকা
clear plastic French press	পরিষ্কার প্লাস্টিক ফ্রেঞ্চ প্রেস
fine brown dirt	সূক্ষ্ম বাদামী ময়লা
lifeguard stand is blue and white	লাইফগার্ড স্ট্যান্ড নীল এবং সাদা
fast food	ফাস্ট ফুড
a red cross on the paper	কাগজে একটি রেড ক্রস
a fast food meal served on a white plate	একটি ফাস্ট প্লেট একটি সাদা প্লেটে পরিবেশন করা
Dirt is on the baseball players outfit	গ্লাসটি বেসবল খেলোয়াড়দের পোশাকে রয়েছে
A cinder block wall.	একটি সিন্ডার ব্লক প্রাচীর।
Man playing tennis on purple and green tennis court.	ম্যান বেগুনি এবং সবুজ টেনিস কোর্টে টেনিস খেলছেন।
Cartoon characters on his shirt	তার শার্টে কার্টুন চরিত্রগুলি
black TV stand with flat screen	ফ্ল্যাট পর্দা সঙ্গে কালো টিভি স্ট্যান্ড
Some people are at the county fair	কিছু লোক কাউন্টি মেলায় আছেন
charger stand on a desk	চার্জার একটি ডেস্ক স্ট্যান্ড
security forces vehicle with open windows	নিরাপত্তা বাহিনী খোলা জানালা দিয়ে যানবাহন
Staircase leading to the second floor	সিঁড়ি দ্বিতীয় তলায় এগিয়ে
a stand of snow covered trees	বরফ ঢাকা গাছের একটি স্ট্যান্ড
Three different cellphone models	তিনটি পৃথক সেলফোন মডেল
this is the cross	এই ক্রস হয়
hedge bush growing outside of the tennis court	টেনিস কোর্টের বাইরে হেজ বুশ বাড়ছে
a fine skateboard	একটি দুর্দান্ত স্কেটবোর্ড
the trees in the tennis court	টেনিস কোর্টে গাছ
wood cross	কাঠ ক্রস
a knife block on the shelf	বালুচর উপর একটি ছুরি ব্লক
line of trees to the left of the court	কোর্টের বামে গাছের লাইন
surfer stand a surfboard	surfer একটি surfboard স্ট্যান্ড
date book with plastic cover	প্লাস্টিকের কভার সহ তারিখের বই
a stamp in the wood	কাঠ একটি স্ট্যাম্প
yellow time and date stamp	হলুদ সময় এবং তারিখ স্ট্যাম্প
some kind of festival or fair	কোন এক উত্সব বা মেলা
gate/door to fence surrounding court	দরজার আশেপাশে বেড়া দরজা / দরজা
The bench the players are sitting on.	খেলোয়াড়রা বসে আছেন বেঞ্চে।
Helmet on the second horse rider.	দ্বিতীয় ঘোড়সওয়ারে হেলমেট
poles that block entrance by large vehicles	বড় বড় যানবাহন দিয়ে খুঁটিগুলি প্রবেশ পথ আটকে দেয়
black shadow on baseball field beneath baseball players feet	বেসবল খেলোয়াড়দের পায়ের নীচে বেসবল মাঠে কালো ছায়া
sign on brass stand	পেতলের স্ট্যান্ড এর উপর সাইন
Soccer players sitting on a bench	একটি বেঞ্চে বসে সকার খেলোয়াড়রা
the second hand of the clock	ঘড়ির সেকেন্ডের কাঁটা
A girl on the tennis court is preparing to hit the ball	টেনিস কোর্টের একটি মেয়ে বলটি মারার প্রস্তুতি নিচ্ছে
brick building on a city block	একটি শহর ব্লকে ইট নির্মাণ
foul lines marking the court	ফাউল লাইন দিয়ে কোর্টে দাগ টানা
A large screen with information about the players.	খেলোয়াড়দের সম্পর্কে তথ্য সহ একটি বড় পর্দা।
part of a tennis court	একটি টেনিস কোর্ট অংশ
baseball players shoe	বেসবল খেলোয়াড় জুতো
a golden stand for the tub	টব জন্য একটি সোনার স্ট্যান্ড
the trains are toy models	ট্রেনগুলি খেলনা মডেল
baseball bat in players hands	খেলোয়াড়দের হাতে বেসবল ব্যাট
person in black with a camera at the side of the court	কোর্টের পাশে ক্যামেরা সহ কালো রঙের ব্যক্তি
press type electric cooking grill	বৈদ্যুতিন রান্না গ্রিল প্রেস
Award for state fair pears	রাজ্য মেলা নাশপাতি জন্য পুরষ্কার
players shorts are red	খেলোয়াড়দের হাফপ্যান্টগুলি লাল
The sole of a second green shoe.	দ্বিতীয় সবুজ জুতা একক।
the players uniform is green and white	খেলোয়াড়দের ইউনিফর্ম সবুজ এবং সাদা
The yellow vase on the second shelf on the right.	ডানদিকে দ্বিতীয় তাকের হলুদ দানি।
a group of game officials at the corner of tennis court	টেনিস কোর্টের এক কোণে গেমের এক আধিকারিক
large patch of grass next to fast food restaurant	ফাস্ট ফুড রেস্তোরাঁয়ের পাশে ঘাসের বড় প্যাচ
Silver springs on the side of bike.	সাইকেলের পাশে সিলভার স্প্রিংস।
White copyright stamp	সাদা কপিরাইট স্ট্যাম্প
the word front on the sign in the english section	ইংরেজি বিভাগে সাইন ইন শব্দটি সামনে
Chinese characters on the window	উইন্ডোতে চীনা অক্ষর
wide brown night stand	প্রশস্ত ব্রাউন নাইট স্ট্যান্ড
cartoon characters on the bottle	বোতল উপর কার্টুন অক্ষর
top glass block in wall	দেয়ালে শীর্ষ গ্লাস ব্লক
A stand with devices on it and wires behind it.	এটিতে থাকা ডিভাইস এবং এর পিছনে তারযুক্ত একটি স্ট্যান্ড।
Several forms of public transportation	গণপরিবহন বিভিন্ন ধরণের
second skateboard in picture	ছবিতে দ্বিতীয় স্কেটবোর্ড
really fast moving hand	সত্যিই দ্রুত চলন্ত হাত
blue television on stand	স্ট্যান্ড নীল টেলিভিশন
The stand in the background with products the color white.	সাদা রঙের পণ্যগুলির সাথে পটভূমিতে স্ট্যান্ড।
A big tv on a stand	স্ট্যান্ডে একটি বড় টিভি
group of cross country skiers	ক্রস কান্ট্রি স্কিয়ার গ্রুপ
Screen of second laptop on desk	ডেস্কে দ্বিতীয় ল্যাপটপের স্ক্রিন
A time stamp	একটি সময় স্ট্যাম্প
computer monitor on stand	স্ট্যান্ডে কম্পিউটার মনিটর
white forms on a keyboard	একটি কীবোর্ডে সাদা ফর্ম
the court is made of sand	কোর্ট বালু দিয়ে তৈরি
stone block building side	পাথর ব্লক বিল্ডিং পাশ
fence around the court.	কোর্টের চারপাশে বেড়া
Blue scooter kick stand	ব্লু স্কুটার কিক স্ট্যান্ড
small patch of grass beside a tennis court	টেনিস কোর্টের পাশে ঘাসের ছোট প্যাচ
a fence between the field and players	মাঠ এবং খেলোয়াড়দের মধ্যে একটি বেড়া
Sponsor signs hanging on the walls of the tennis court.	টেনিস কোর্টের দেয়ালে ঝুলন্ত স্পনসর লক্ষণ।
Many stairs up to a second story.	অনেকগুলি সিঁড়ি দ্বিতীয় তলা পর্যন্ত।
section of fine gray sand	সূক্ষ্ম ধূসর বালির বিভাগ
Blue, yellow and white stripes on players uniform.	খেলোয়াড়দের ইউনিফর্মে নীল, হলুদ এবং সাদা ফিতে।
